mid,smiles,prop
918,C(c1ccccc1)c2ccccc2,-4.08
919,CCCCCBr,-3.08
920,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,-3.46
921,COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3,-3.88
922,c1cc(O)c(O)c2OCC3(O)CC4=CC(=O)C(O)=CC4=C3c21,-2.7
923,OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F,-3.37
924,O=C1N(COC(=O)C)C(=O)C(N1)(c2ccccc2)c3ccccc3,-4.47
925,O=C1NC(=O)NC(=O)C1(C)CC=C,-1.16
926,COP(=O)(OC)OC(=CCl)c1cc(Cl)c(Cl)cc1Cl,-4.522
927,CCNc1nc(NC(C)C)nc(OC)n1,-2.084
928,CCN2c1nc(N(C)(CCO))ccc1NC(=O)c3cccnc23 ,-3.36
929,Clc1ccc(cc1)c2c(Cl)cccc2Cl ,-6.14
930,c1c(Br)ccc2ccccc12 ,-4.4
931,N#Cc1ccccc1,-1.0
932,CCCCCCCC(=O)C,-2.58
933,c2(Cl)c(Cl)c(Cl)c1nccnc1c2(Cl) ,-5.43
934,CCCCCCCCCCCCCCCC,-8.4
935,CC(=C)C1CC=C(C)C(=O)C1,-2.06
936,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,-6.34
937,O=N(=O)c1cccc(c1)N(=O)=O,-2.29
938,CC(C)CC(C)O,-0.8
939,OCC1OC(O)(CO)C(O)C1O,0.64
940,CCCCCCC(C)O,-2.09
941,ClC1(C2(Cl)C3(Cl)C4(Cl)C5(Cl)C1(Cl)C3(Cl)Cl)C5(Cl)C(Cl)(Cl)C24Cl,-6.8
942,NC(N)=NC#N ,-0.31
943,Cc1c[nH]c(=O)[nH]c1=O ,-1.506
944,C1c2ccccc2c3ccc4ccccc4c13,-6.68
945,c1ccc2c(c1)c3cccc4c3c2cc5ccccc54,-8.23
946,C=CC=O,0.57
947,COP(=S)(OC)Oc1cc(Cl)c(Br)cc1Cl,-6.09
948,CCCSCCC,-2.58
949,CCCOC(=O)CC,-0.82
950,O=C3CN=C(c1ccccc1)c2cc(ccc2N3)N(=O)=O,-3.796
951,CCCCCCCCCCCCCC,-7.96
952,CC12CCC(CC1)C(C)(C)O2 ,-1.64
953,CC23Cc1cnoc1C=C2CCC4C3CCC5(C)C4CCC5(O)C#C,-5.507
954,O=N(=O)c1cc(Cl)c(Cl)cc1,-3.2
955,C/C=C/C=O,0.32
956,Oc1cc(Cl)cc(Cl)c1,-1.34
957,Cc1ccncc1C,0.36
958,Oc1ccc(Cl)cc1Cl,-1.55
959,CCN2c1nc(C)cc(C(F)(F)F)c1NC(=O)c3cccnc23 ,-4.207
960,CCN2c1cc(N(C)C)cc(C)c1NC(=O)c3cccnc23 ,-4.871
961,CON(C)C(=O)Nc1ccc(Cl)cc1,-2.57
962,CCOC(=O)c1ccc(O)cc1,-2.35
963,CCCCCC(=O)OC,-1.87
964,Nc1c(C)c[nH]c(=O)n1 ,-1.458
965,Oc1cc(Cl)cc(Cl)c1Cl,-2.67
966,O=C(Nc1ccccc1)Nc2ccccc2,-3.15
967,CC1CO1,-0.59
968,c1cnc2c(c1)ccc3ncccc23,-2.68
969,Cc1cc(no1)C(=O)NNCc2ccccc2,-2.461
970,COc2ncc1nccnc1n2,-1.11
971,CC(C#C)N(C)C(=O)Nc1ccc(Cl)cc1,-3.9
972,Nc1ccc(cc1)S(N)(=O)=O,-1.34
973,Clc1cccc(c1)N(=O)=O,-2.77
974,Oc1c(Cl)ccc(Cl)c1Cl,-2.64
975,CC(C)CCC(C)(C)C,-5.05
976,O=C1NC(=O)NC(=O)C1(CC)C(C)CC,-2.39
977,CN(C)C(=O)Nc2ccc(Oc1ccc(Cl)cc1)cc2,-4.89
978,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1O,-5.03
979,Nc3nc(N)c2nc(c1ccccc1)c(N)nc2n3,-2.404
980,CC(Cl)(Cl)Cl,-2.0
981,OCC1OC(CO)(OC2OC(COC3OC(CO)C(O)C(O)C3O)C(O)C(O)C2O)C(O)C1O,-0.41
982,CCC(C)C(C)C,-4.28
983,CC(C)N(C(C)C)C(=O)SCC(Cl)=C(Cl)Cl,-4.88
984,CCc1ccc(C)cc1,-3.11
985,COC(=O)c1ccccc1C(=O)OC,-1.66
986,c1ccc2cc3cc4ccccc4cc3cc2c1,-8.6
987,CCC(=C)C,-2.73
988,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,-2.28
989,Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)N(=O)=O,-4.7
990,Clc1ccc(c(Cl)c1)c2ccc(Cl)c(Cl)c2Cl ,-7.8
991,ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl,-4.64
992,Nc1nc(=O)[nH]cc1F,-0.972
993,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,-3.43
994,CCCC1CCCC1,-4.74
995,CCC(C)C(=O)OC2CC(C)C=C3C=CC(C)C(CCC1CC(O)CC(=O)O1)C23 ,-6.005
996,Clc1ccc(Cl)cc1,-3.27
997,O=Cc1ccco1,-0.1
998,Cc1ncnc2nccnc12,-0.466
999,CCC(C)(C)CC,-4.23
1000,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,-6.78
1001,CCCCBr,-2.37
1002,c2ccc1[nH]ncc1c2 ,-2.16
1003,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,-4.743
1004,CCC(C)O,0.47
1005,CCCCSP(=O)(SCCCC)SCCCC,-5.14
1006,CCSC(=O)N(CC)C1CCCCC1 ,-3.4
1007,O=C1N(C2CCC(=O)NC2=O)C(=O)c3ccccc13,-2.676
1008,Oc2ccc1CCCCc1c2 ,-1.99
1009,CCOC(=O)c1ccccc1,-2.32
1010,CCC(=O)OC3CCC4C2CCC1=CC(=O)CCC1(C)C2CCC34C ,-5.37
1011,CCSSCC,-2.42
1012,Ic1cccc2ccccc12,-4.55
1013,Cc1cc(=O)[nH]c(=S)[nH]1,-2.436
1014,CCCCI,-2.96
1015,CS(=O)(=O)c1ccc(cc1)C(O)C(CO)NC(=O)C(Cl)Cl ,-2.154
1016,CC(C)O,0.43
1017,CCCC(O)C=C,-0.59
1018,CC(O)C(C)(C)C,-0.62
1019,Oc1cccc(Cl)c1,-0.7
1020,Cc1ncc(N(=O)=O)n1CCO,-1.22
1021,CC(C)C1CCC(C)CC1=O,-2.35
1022,NC(=O)CCl ,-0.02
1023,Cc1cccc(C)n1,0.45
1024,ClC(Cl)C(c1ccc(Cl)cc1)c2ccc(Cl)cc2,-7.2
1025,COc2cnc1cncnc1n2,-0.91
1026,CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2,-8.176
1027,C1OC(O)C(O)C(O)C1O,0.39
